Complain_Code,User_ID,Complain_Category,Complain_Times
N2003,9298,No Complain,0
N2004,2986,No Complain,0
N2005,10812,No Complain,0
N2006,2909,No Complain,0
N2007,6974,No Complain,0
N2008,9140,No Complain,0
N2009,4554,No Complain,0
N2010,7791,No Complain,0
N2011,5455,No Complain,0
N2012,7960,No Complain,0
N2013,3426,No Complain,0
N2014,5316,No Complain,0
N2015,1404,No Complain,0
N2016,10598,No Complain,0
N2017,8212,No Complain,0
N2018,3233,No Complain,0
N2019,7892,No Complain,0
N2020,2975,No Complain,0
N2021,5043,No Complain,0
N2022,3104,No Complain,0
N2023,10854,No Complain,0
N2024,7419,No Complain,0
N2025,5558,No Complain,0
N2026,832,No Complain,0
N2027,4964,No Complain,0
N2028,11030,No Complain,0
N2029,4587,No Complain,0
N2030,450,No Complain,0
N2031,11031,No Complain,0
N2032,4990,No Complain,0
N2033,221,No Complain,0
N2034,4351,No Complain,0
N2035,1357,No Complain,0
N2036,5667,No Complain,0
N2037,8867,No Complain,0
N2038,2747,No Complain,0
N2039,7422,No Complain,0
N2040,4148,No Complain,0
N2041,9516,No Complain,0
N2042,1291,No Complain,0
N2043,1833,No Complain,0
N2044,7270,No Complain,0
N2045,8182,No Complain,0
N2046,10394,No Complain,0
N2047,1142,No Complain,0
N2048,451,No Complain,0
N2049,7128,No Complain,0
N2050,10678,No Complain,0
N2051,7755,No Complain,0
N2052,4754,No Complain,0
N2053,20,No Complain,0
N2054,2246,No Complain,0
N2055,10307,No Complain,0
N2056,2147,No Complain,0
N2057,10590,No Complain,0
N2058,6565,No Complain,0
N2059,6619,No Complain,0
N2060,4817,No Complain,0
N2061,4508,No Complain,0
N2062,4843,No Complain,0
N2063,9197,No Complain,0
N2064,6237,No Complain,0
N2065,6515,No Complain,0
N2066,5954,No Complain,0
N2067,7938,No Complain,0
N2068,961,No Complain,0
N2069,1764,No Complain,0
N2070,1916,No Complain,0
N2071,6941,No Complain,0
N2072,5562,No Complain,0
N2073,1517,No Complain,0
N2074,7286,No Complain,0
N2075,4687,No Complain,0
N2076,5631,No Complain,0
N2077,1951,No Complain,0
N2078,123,No Complain,0
N2079,9451,No Complain,0
N2080,7396,No Complain,0
N2081,3298,No Complain,0
A2082,6730,Employee Attitude,1
A2083,9916,Employee Attitude,1
N2084,2227,No Complain,0
N2085,946,No Complain,0
N2086,3745,No Complain,0
N2087,4094,No Complain,0
N2088,8588,No Complain,0
N2089,3916,No Complain,0
N2090,9135,No Complain,0
N2091,1755,No Complain,0
P2092,2875,Payment Problem,1
N2093,2008,No Complain,0
N2094,10925,No Complain,0
N2095,1604,No Complain,0
N2096,5389,No Complain,0
N2097,2878,No Complain,0
N2098,4440,No Complain,0
N2099,1324,No Complain,0
N2100,6262,No Complain,0
N2101,3628,No Complain,0
N2102,3641,No Complain,0
N2103,322,No Complain,0
N2104,175,No Complain,0
N2105,6988,No Complain,0
N2106,8204,No Complain,0
N2107,7476,No Complain,0
N2108,5221,No Complain,0
N2109,8970,No Complain,0
N2110,9286,No Complain,0
N2111,5831,No Complain,0
N2112,1010,No Complain,0
N2113,11074,No Complain,0
N2114,5896,No Complain,0
N2115,3515,No Complain,0
N2116,5324,No Complain,0
N2117,6534,No Complain,0
N2118,8373,No Complain,0
N2119,3829,No Complain,0
N2120,4501,No Complain,0
N2121,4179,No Complain,0
N2122,2292,No Complain,0
N2123,9239,No Complain,0
N2124,8953,No Complain,0
N2125,10258,No Complain,0
N2126,3520,No Complain,0
N2127,10402,No Complain,0
N2128,11114,No Complain,0
N2129,9553,No Complain,0
N2130,6055,No Complain,0
N2131,4786,No Complain,0
N2132,5015,No Complain,0
N2133,8560,No Complain,0
N2134,3469,No Complain,0
N2135,5885,No Complain,0
N2136,3310,No Complain,0
N2137,2134,No Complain,0
N2138,2532,No Complain,0
N2139,2579,No Complain,0
N2140,3117,No Complain,0
N2141,5623,No Complain,0
N2142,4789,No Complain,0
N2143,9523,No Complain,0
N2144,5268,No Complain,0
N2145,1545,No Complain,0
N2146,2254,No Complain,0
N2147,2661,No Complain,0
N2148,3130,No Complain,0
N2149,5847,No Complain,0
N2150,5863,No Complain,0
N2151,999,No Complain,0
N2152,2931,No Complain,0
N2153,1890,No Complain,0
N2154,5589,No Complain,0
N2155,10172,No Complain,0
N2156,6729,No Complain,0
N2157,10492,No Complain,0
N2158,2939,No Complain,0
N2159,5948,No Complain,0
N2160,574,No Complain,0
N2161,3266,No Complain,0
N2162,10500,No Complain,0
N2163,7987,No Complain,0
N2164,1135,No Complain,0
N2165,24,No Complain,0
N2166,7244,No Complain,0
N2167,1966,No Complain,0
N2168,7789,No Complain,0
N2169,3336,No Complain,0
N2170,5644,No Complain,0
N2171,1295,No Complain,0
N2172,6663,No Complain,0
N2173,10262,No Complain,0
N2174,456,No Complain,0
N2175,3270,No Complain,0
N2176,5748,No Complain,0
N2177,8952,No Complain,0
N2178,3921,No Complain,0
N2179,9826,No Complain,0
N2180,5830,No Complain,0
N2181,8310,No Complain,0
N2182,6382,No Complain,0
N2183,8439,No Complain,0
N2184,7613,No Complain,0
N2185,48,No Complain,0
N2186,5046,No Complain,0
N2187,3231,No Complain,0
N2188,7181,No Complain,0
N2189,1663,No Complain,0
N2190,5441,No Complain,0
N2191,8602,No Complain,0
N2192,9925,No Complain,0
N2193,9499,No Complain,0
N2194,6568,No Complain,0
N2195,3032,No Complain,0
N2196,5153,No Complain,0
N2197,4127,No Complain,0
N2198,9940,No Complain,0
N2199,7527,No Complain,0
N2200,3406,No Complain,0
N2201,9771,No Complain,0
N2202,6722,No Complain,0
N2203,213,No Complain,0
N2204,8541,No Complain,0
N2205,8475,No Complain,0
N2206,8070,No Complain,0
N2207,313,No Complain,0
N2208,9757,No Complain,0
N2209,2088,No Complain,0
N2210,2320,No Complain,0
N2211,966,No Complain,0
N2212,9706,No Complain,0
N2213,3979,No Complain,0
N2214,5602,No Complain,0
N2215,2202,No Complain,0
N2216,9645,No Complain,0
N2217,7230,No Complain,0
N2218,5675,No Complain,0
N2219,4974,No Complain,0
N2220,5687,No Complain,0
N2221,5871,No Complain,0
N2222,3846,No Complain,0
N2223,10001,No Complain,0
N2224,2831,No Complain,0
N2225,868,No Complain,0
N2226,7212,No Complain,0
N2227,1743,No Complain,0
N2228,2415,No Complain,0
N2229,7947,No Complain,0
N2230,2106,No Complain,0
N2231,3363,No Complain,0
N2232,8595,No Complain,0
N2233,7232,No Complain,0
A2234,7829,Employee Attitude,1
N2235,9977,No Complain,0
N2236,10142,No Complain,0
N2237,5263,No Complain,0
N2238,22,No Complain,0
N2239,528,No Complain,0
N2240,4070,No Complain,0
