Consumption_ID,User_ID,Purchase_ID,MntWines,MntFruits,MntMeats,MntFishs,MntSweets,MntGolds
49,9185,572,452.0,20.0,514.0,13.0,30.0,0.0
941,905,1970,7.0,17.0,18.0,6.0,10.0,26.0
24,10858,567,355.0,30.0,177.0,90.0,138.0,30.0
2212,8925,481,512.0,53.0,98.0,81.0,179.0,89.0
688,2499,514,204.0,97.0,97.0,21.0,118.0,26.0
1812,1109,837,6.0,0.0,5.0,0.0,0.0,1.0
1217,326,287,235.0,6.0,45.0,8.0,9.0,12.0
664,10967,1017,33.0,6.0,40.0,3.0,7.0,10.0
720,5370,286,239.0,3.0,141.0,0.0,7.0,23.0
1582,2098,1150,11.0,0.0,5.0,0.0,0.0,1.0
1319,1773,414,5.0,6.0,15.0,11.0,7.0,13.0
1496,5036,2090,252.0,3.0,42.0,4.0,3.0,102.0
1226,4856,252,556.0,54.0,845.0,202.0,133.0,63.0
614,8722,42,556.0,54.0,845.0,202.0,133.0,63.0
133,2156,1379,27.0,0.0,10.0,0.0,0.0,4.0
1140,2569,1952,3.0,14.0,17.0,6.0,1.0,5.0
73,10151,2200,317.0,46.0,247.0,151.0,46.0,139.0
164,10473,946,158.0,19.0,288.0,25.0,0.0,38.0
593,7079,964,897.0,23.0,207.0,15.0,11.0,92.0
1642,6875,1905,167.0,13.0,180.0,86.0,13.0,70.0
562,6728,602,16.0,0.0,17.0,6.0,3.0,6.0
995,2471,240,48.0,58.0,68.0,16.0,66.0,43.0
147,49,749,2.0,3.0,6.0,4.0,1.0,9.0
1847,4973,173,2.0,3.0,6.0,4.0,1.0,9.0
1206,6387,700,42.0,0.0,17.0,0.0,0.0,18.0
924,5866,1405,97.0,3.0,66.0,12.0,7.0,34.0
1737,8523,581,24.0,1.0,16.0,12.0,2.0,5.0
535,7901,66,9.0,1.0,5.0,2.0,1.0,4.0
1897,898,28,38.0,15.0,54.0,3.0,8.0,29.0
2139,10242,1627,56.0,0.0,11.0,0.0,0.0,8.0
502,5835,1700,21.0,2.0,28.0,3.0,2.0,9.0
1293,6919,1241,4.0,7.0,15.0,13.0,9.0,15.0
1136,6197,1956,37.0,0.0,17.0,0.0,0.0,3.0
216,10475,2099,187.0,5.0,65.0,26.0,20.0,14.0
2028,4201,95,229.0,7.0,137.0,4.0,0.0,91.0
2041,5092,238,380.0,0.0,47.0,6.0,0.0,34.0
1026,6566,510,826.0,50.0,317.0,50.0,38.0,38.0
1111,6613,1238,513.0,7.0,133.0,46.0,14.0,14.0
409,9094,2072,313.0,15.0,47.0,20.0,0.0,192.0
1078,9847,1608,313.0,15.0,47.0,20.0,0.0,192.0
871,10767,2037,760.0,40.0,480.0,0.0,40.0,26.0
1046,7943,1783,18.0,0.0,6.0,3.0,3.0,5.0
267,1055,1167,29.0,0.0,8.0,2.0,0.0,6.0
2129,1458,1395,8.0,3.0,19.0,3.0,3.0,8.0
2124,8402,1061,329.0,35.0,222.0,130.0,35.0,43.0
1462,6246,531,703.0,102.0,601.0,0.0,58.0,43.0
1330,4654,1356,571.0,12.0,523.0,63.0,60.0,24.0
1334,6103,925,40.0,15.0,15.0,17.0,6.0,7.0
1796,8147,419,28.0,0.0,11.0,0.0,0.0,9.0
2042,10207,1906,5.0,1.0,8.0,0.0,0.0,1.0
1252,4838,1888,5.0,1.0,8.0,0.0,0.0,1.0
261,10219,301,6.0,2.0,15.0,6.0,6.0,3.0
1804,2176,1913,1218.0,16.0,272.0,104.0,0.0,80.0
1107,9121,365,1218.0,16.0,272.0,104.0,0.0,80.0
1838,5802,1980,2.0,7.0,11.0,16.0,12.0,27.0
826,10790,836,9.0,0.0,5.0,0.0,0.0,7.0
1633,178,2238,478.0,0.0,193.0,110.0,75.0,117.0
1417,2308,2053,110.0,5.0,137.0,26.0,23.0,29.0
242,7431,2084,1332.0,17.0,311.0,23.0,51.0,86.0
1431,9405,1838,84.0,3.0,61.0,2.0,1.0,21.0
1558,10525,1655,10.0,0.0,8.0,0.0,0.0,9.0
800,7503,224,1032.0,105.0,779.0,137.0,105.0,51.0
1550,8783,1840,296.0,13.0,104.0,11.0,13.0,17.0
2137,1403,1505,8.0,4.0,15.0,3.0,5.0,3.0
459,4643,1106,8.0,26.0,46.0,38.0,9.0,49.0
1468,3463,674,674.0,62.0,134.0,0.0,26.0,8.0
1164,4055,360,2.0,10.0,11.0,12.0,9.0,20.0
358,7010,100,635.0,114.0,254.0,132.0,152.0,76.0
695,4767,1978,635.0,114.0,254.0,132.0,152.0,76.0
766,1927,829,399.0,27.0,159.0,58.0,8.0,39.0
1563,437,907,294.0,142.0,218.0,164.0,58.0,151.0
92,4331,465,913.0,26.0,376.0,17.0,26.0,13.0
1705,4084,1875,224.0,155.0,155.0,192.0,93.0,54.0
1202,8135,1901,7.0,4.0,23.0,7.0,0.0,11.0
1391,9750,1619,731.0,60.0,353.0,78.0,12.0,73.0
1565,6682,1134,2.0,8.0,1.0,4.0,7.0,15.0
258,10581,87,281.0,7.0,84.0,15.0,0.0,119.0
2044,3710,1297,19.0,0.0,35.0,6.0,4.0,17.0
1361,5207,444,489.0,6.0,152.0,8.0,6.0,132.0
495,9360,191,86.0,2.0,73.0,69.0,38.0,48.0
1173,4679,1777,721.0,0.0,152.0,119.0,50.0,50.0
2149,1340,486,551.0,137.0,792.0,179.0,103.0,33.0
617,10839,1576,6.0,5.0,5.0,8.0,0.0,5.0
1983,5303,902,471.0,0.0,510.0,99.0,21.0,12.0
940,9829,1795,22.0,4.0,17.0,12.0,10.0,13.0
856,10469,2027,519.0,71.0,860.0,93.0,27.0,53.0
227,3602,354,140.0,3.0,29.0,4.0,5.0,14.0
1665,4756,1569,176.0,29.0,818.0,0.0,33.0,112.0
1314,8181,2096,51.0,12.0,49.0,17.0,24.0,24.0
2049,6958,1480,14.0,0.0,4.0,0.0,0.0,8.0
1850,10856,1587,31.0,0.0,6.0,0.0,1.0,8.0
1141,3321,1018,421.0,5.0,90.0,0.0,16.0,10.0
1624,5394,431,3.0,9.0,4.0,7.0,8.0,7.0
1792,433,2144,534.0,5.0,47.0,0.0,5.0,41.0
281,6320,2094,768.0,44.0,561.0,77.0,44.0,14.0
1927,5376,1257,1.0,1.0,1725.0,1.0,1.0,1.0
1727,1867,1541,652.0,48.0,350.0,94.0,84.0,108.0
1646,4324,2195,235.0,0.0,235.0,19.0,4.0,191.0
1086,3661,146,594.0,51.0,631.0,72.0,55.0,32.0
332,521,1457,174.0,77.0,203.0,6.0,24.0,97.0
957,10403,919,2.0,13.0,6.0,7.0,5.0,11.0
434,7186,480,24.0,0.0,2.0,0.0,0.0,9.0
1481,4329,757,6.0,0.0,6.0,2.0,1.0,1.0
1667,4394,1938,1142.0,29.0,249.0,38.0,29.0,14.0
1016,1717,69,80.0,15.0,93.0,20.0,13.0,52.0
1801,1016,468,41.0,1.0,6.0,2.0,0.0,5.0
2193,3783,1278,105.0,0.0,10.0,0.0,1.0,0.0
441,5848,1055,724.0,74.0,929.0,97.0,55.0,130.0
1707,10727,477,1181.0,107.0,199.0,39.0,30.0,30.0
666,5299,31,1181.0,107.0,199.0,39.0,30.0,30.0
329,6872,606,284.0,3.0,84.0,4.0,7.0,23.0
93,1143,2202,7.0,10.0,13.0,3.0,11.0,11.0
1918,10381,2008,14.0,0.0,3.0,0.0,0.0,4.0
2036,11007,1580,26.0,0.0,6.0,0.0,0.0,2.0
1101,9145,291,604.0,26.0,470.0,123.0,161.0,94.0
2186,5267,672,16.0,2.0,18.0,2.0,1.0,5.0
1886,9738,1469,65.0,4.0,16.0,0.0,4.0,11.0
1875,10212,1784,65.0,4.0,16.0,0.0,4.0,11.0
187,10010,976,100.0,2.0,16.0,2.0,1.0,31.0
1726,10069,1400,2.0,7.0,5.0,2.0,15.0,27.0
1192,2694,979,21.0,0.0,3.0,0.0,0.0,0.0
2238,10613,635,26.0,1.0,16.0,2.0,2.0,15.0
1846,4646,1909,207.0,26.0,447.0,75.0,0.0,223.0
772,6935,1370,207.0,26.0,447.0,75.0,0.0,223.0
1256,5596,355,513.0,14.0,154.0,19.0,0.0,28.0
315,1044,1807,299.0,5.0,201.0,21.0,21.0,49.0
362,9274,644,525.0,147.0,112.0,219.0,147.0,63.0
972,9076,112,155.0,1.0,25.0,0.0,1.0,3.0
2011,4947,1310,606.0,24.0,974.0,197.0,194.0,64.0
1972,10176,1696,159.0,0.0,120.0,0.0,0.0,137.0
859,3507,2154,676.0,161.0,426.0,210.0,44.0,58.0
490,9235,458,7.0,0.0,8.0,2.0,0.0,1.0
1703,10341,1129,68.0,28.0,39.0,16.0,30.0,41.0
539,2639,714,19.0,5.0,12.0,10.0,3.0,19.0
1677,6201,181,22.0,2.0,14.0,0.0,1.0,10.0
431,7397,2205,494.0,5.0,82.0,7.0,0.0,100.0
2164,2181,455,353.0,61.0,753.0,40.0,46.0,27.0
19,1204,1221,1253.0,0.0,447.0,23.0,71.0,35.0
2162,1170,630,50.0,15.0,110.0,39.0,15.0,15.0
1841,8812,1321,12.0,3.0,8.0,8.0,0.0,17.0
379,4690,1149,443.0,10.0,75.0,0.0,10.0,48.0
1189,1715,2236,9.0,4.0,18.0,7.0,5.0,5.0
519,10821,597,182.0,4.0,33.0,0.0,2.0,42.0
2069,6543,1966,521.0,168.0,706.0,80.0,76.0,61.0
554,7119,1117,395.0,15.0,263.0,60.0,54.0,38.0
2091,3518,711,10.0,1.0,18.0,10.0,4.0,7.0
596,1245,88,977.0,12.0,253.0,16.0,12.0,101.0
1625,2561,1148,977.0,12.0,253.0,16.0,12.0,101.0
629,9624,2194,603.0,45.0,207.0,36.0,18.0,54.0
406,10509,973,51.0,0.0,16.0,0.0,0.0,4.0
1497,7629,1044,5.0,3.0,9.0,6.0,2.0,6.0
1845,7875,1891,967.0,0.0,617.0,43.0,50.0,0.0
445,2815,39,7.0,5.0,39.0,17.0,15.0,37.0
176,2936,802,18.0,0.0,4.0,0.0,0.0,1.0
1245,3665,1790,1.0,9.0,8.0,11.0,3.0,22.0
692,10888,1360,273.0,11.0,178.0,62.0,83.0,29.0
449,6637,1467,277.0,162.0,305.0,173.0,76.0,124.0
151,5077,1699,425.0,115.0,292.0,23.0,35.0,79.0
1313,6173,1522,425.0,115.0,292.0,23.0,35.0,79.0
500,3969,2217,35.0,4.0,17.0,7.0,6.0,64.0
440,4580,958,1394.0,22.0,708.0,89.0,91.0,182.0
2110,663,399,40.0,2.0,15.0,8.0,0.0,6.0
2067,8299,313,40.0,2.0,15.0,8.0,0.0,6.0
1987,8945,36,171.0,0.0,11.0,0.0,1.0,20.0
1912,10870,872,709.0,43.0,182.0,42.0,118.0,247.0
2046,1184,454,554.0,41.0,215.0,11.0,0.0,24.0
1495,6141,1547,191.0,9.0,97.0,0.0,6.0,82.0
1954,8825,2182,230.0,14.0,156.0,82.0,24.0,58.0
311,2217,929,11.0,1.0,2.0,2.0,1.0,6.0
444,4102,691,11.0,1.0,2.0,2.0,1.0,6.0
396,4653,1168,131.0,0.0,16.0,2.0,1.0,39.0
55,10092,1231,1073.0,0.0,250.0,153.0,14.0,14.0
1520,5788,401,56.0,10.0,92.0,19.0,7.0,25.0
960,4669,562,4.0,19.0,9.0,28.0,25.0,17.0
2106,6295,1256,652.0,8.0,158.0,21.0,0.0,142.0
1921,7453,221,157.0,43.0,127.0,68.0,56.0,37.0
1137,10841,473,226.0,22.0,133.0,41.0,31.0,31.0
620,821,1203,962.0,61.0,921.0,52.0,61.0,20.0
26,3933,1897,186.0,36.0,234.0,86.0,72.0,48.0
23,1225,903,483.0,84.0,398.0,205.0,84.0,241.0
1401,7059,405,483.0,84.0,398.0,205.0,84.0,241.0
1422,5633,1862,97.0,12.0,84.0,13.0,10.0,15.0
188,843,1749,303.0,0.0,280.0,60.0,147.0,15.0
1322,6211,2020,18.0,0.0,9.0,0.0,1.0,11.0
463,7007,1847,17.0,3.0,18.0,3.0,4.0,18.0
689,9671,1814,14.0,3.0,21.0,2.0,1.0,28.0
1009,8975,280,14.0,3.0,21.0,2.0,1.0,28.0
1487,6616,63,178.0,3.0,85.0,71.0,66.0,58.0
1668,6248,304,1276.0,24.0,746.0,94.0,29.0,48.0
3,7428,1899,240.0,132.0,445.0,250.0,192.0,108.0
1939,3075,73,130.0,30.0,168.0,20.0,34.0,0.0
1452,2937,234,614.0,16.0,132.0,43.0,33.0,33.0
1861,203,2073,1288.0,20.0,613.0,80.0,61.0,27.0
1209,2021,466,563.0,76.0,384.0,84.0,192.0,89.0
1006,880,1995,2.0,23.0,11.0,8.0,6.0,46.0
2078,524,2083,2.0,23.0,11.0,8.0,6.0,46.0
206,10837,321,2.0,1.0,18.0,20.0,11.0,16.0
1128,7011,706,43.0,2.0,27.0,0.0,9.0,12.0
1099,4184,409,189.0,2.0,29.0,3.0,2.0,40.0
708,7679,278,6.0,3.0,12.0,6.0,1.0,0.0
1499,7485,1446,67.0,4.0,32.0,17.0,2.0,16.0
1320,7530,21,67.0,4.0,32.0,17.0,2.0,16.0
294,4369,273,240.0,67.0,500.0,199.0,0.0,163.0
531,10652,2227,240.0,67.0,500.0,199.0,0.0,163.0
134,286,1115,95.0,11.0,35.0,0.0,4.0,7.0
845,5922,1260,210.0,0.0,6.0,0.0,0.0,2.0
1618,7250,1644,344.0,35.0,178.0,15.0,23.0,17.0
784,2478,1659,2.0,2.0,4.0,13.0,13.0,4.0
121,1160,1600,9.0,4.0,17.0,10.0,2.0,7.0
518,9214,1872,179.0,2.0,64.0,38.0,17.0,58.0
1844,273,364,130.0,0.0,16.0,0.0,0.0,5.0
1762,851,295,306.0,5.0,109.0,21.0,109.0,92.0
1506,9729,1390,189.0,10.0,253.0,56.0,43.0,64.0
1643,9665,866,267.0,3.0,30.0,4.0,0.0,57.0
806,2620,589,14.0,0.0,2.0,0.0,0.0,7.0
911,8254,612,14.0,0.0,2.0,0.0,0.0,7.0
1502,3852,149,505.0,72.0,270.0,36.0,27.0,54.0
889,1000,2045,505.0,72.0,270.0,36.0,27.0,54.0
1106,3099,1191,183.0,5.0,65.0,3.0,5.0,49.0
230,6318,2080,758.0,12.0,385.0,33.0,89.0,89.0
234,5396,2095,758.0,12.0,385.0,33.0,89.0,89.0
1732,7966,682,505.0,137.0,401.0,104.0,22.0,22.0
1084,454,2047,824.0,32.0,162.0,42.0,32.0,43.0
175,309,2234,918.0,21.0,118.0,13.0,10.0,21.0
2013,3571,1818,918.0,21.0,118.0,13.0,10.0,21.0
1723,8395,2030,980.0,37.0,265.0,35.0,163.0,31.0
1543,2591,1272,526.0,35.0,214.0,69.0,53.0,35.0
338,1640,351,66.0,0.0,16.0,0.0,6.0,20.0
156,810,1532,151.0,81.0,86.0,168.0,91.0,64.0
1460,9423,403,13.0,3.0,17.0,7.0,3.0,3.0
2234,4345,2207,5.0,1.0,9.0,2.0,0.0,4.0
1926,89,1443,5.0,9.0,20.0,6.0,8.0,21.0
496,5294,2039,6.0,8.0,19.0,16.0,4.0,4.0
1339,1321,1744,22.0,2.0,18.0,0.0,2.0,12.0
1585,2686,1759,0.0,1.0,4.0,15.0,1.0,5.0
1264,1215,812,690.0,117.0,499.0,76.0,102.0,88.0
1866,9283,1921,8.0,1.0,7.0,2.0,0.0,0.0
2220,3120,1072,6.0,1.0,10.0,0.0,1.0,4.0
1675,5868,2181,2.0,4.0,9.0,10.0,5.0,16.0
2105,8143,1377,202.0,2.0,46.0,3.0,2.0,10.0
1955,3479,193,4.0,8.0,11.0,12.0,2.0,13.0
2060,7214,1833,792.0,0.0,275.0,45.0,45.0,126.0
1959,5543,1186,545.0,7.0,114.0,37.0,21.0,78.0
1365,9347,1924,31.0,0.0,7.0,2.0,0.0,6.0
2239,10160,2169,31.0,0.0,7.0,2.0,0.0,6.0
574,1406,1707,280.0,7.0,81.0,20.0,0.0,27.0
2107,7019,1990,109.0,18.0,16.0,24.0,26.0,18.0
1010,2157,1583,15.0,8.0,16.0,11.0,5.0,22.0
2087,8939,1327,382.0,138.0,65.0,60.0,26.0,59.0
758,10250,179,1.0,5.0,3.0,7.0,4.0,8.0
408,1272,1716,664.0,58.0,83.0,32.0,0.0,66.0
1915,3007,1589,27.0,2.0,10.0,0.0,0.0,1.0
1174,5513,249,27.0,2.0,10.0,0.0,0.0,1.0
1832,679,492,13.0,4.0,20.0,0.0,0.0,1.0
204,8876,955,132.0,0.0,16.0,0.0,0.0,4.0
1038,10827,169,88.0,3.0,21.0,4.0,1.0,29.0
1869,7300,1770,448.0,4.0,34.0,6.0,4.0,39.0
1346,4268,1616,129.0,0.0,21.0,0.0,1.0,7.0
1,4603,694,371.0,32.0,189.0,0.0,58.0,6.0
456,8659,1819,750.0,71.0,174.0,13.0,10.0,20.0
1301,10708,832,10.0,6.0,11.0,0.0,4.0,2.0
602,1176,166,2.0,6.0,4.0,3.0,1.0,9.0
2214,10380,725,40.0,1.0,40.0,4.0,3.0,18.0
811,7037,1173,194.0,55.0,134.0,15.0,0.0,3.0
2115,11096,213,99.0,4.0,32.0,37.0,54.0,6.0
125,6374,1378,223.0,2.0,31.0,0.0,2.0,39.0
346,5552,1726,81.0,18.0,113.0,47.0,13.0,21.0
1201,2245,1681,57.0,2.0,51.0,4.0,2.0,23.0
1521,6200,1178,340.0,108.0,185.0,130.0,38.0,100.0
750,9904,320,336.0,123.0,274.0,46.0,123.0,141.0
265,10031,93,20.0,2.0,23.0,3.0,1.0,4.0
696,6642,1871,30.0,5.0,22.0,8.0,9.0,28.0
367,10882,1528,407.0,53.0,221.0,58.0,150.0,26.0
1793,5636,1900,51.0,4.0,50.0,12.0,1.0,49.0
339,8692,1992,90.0,17.0,97.0,15.0,6.0,15.0
2082,8091,841,423.0,184.0,368.0,13.0,97.0,21.0
2012,8080,900,5.0,1.0,6.0,3.0,4.0,3.0
61,8370,1975,378.0,97.0,259.0,197.0,194.0,34.0
809,4550,1223,61.0,0.0,3.0,0.0,0.0,7.0
107,3381,1157,70.0,0.0,16.0,0.0,0.0,4.0
2072,10556,1094,173.0,13.0,131.0,32.0,3.0,6.0
1819,9467,2052,3.0,2.0,10.0,3.0,0.0,2.0
1965,2891,1351,595.0,23.0,123.0,10.0,23.0,154.0
1849,5011,440,595.0,23.0,123.0,10.0,23.0,154.0
1117,8140,1196,10.0,14.0,29.0,4.0,2.0,36.0
1695,11039,270,82.0,33.0,54.0,71.0,30.0,41.0
729,78,1832,15.0,0.0,11.0,0.0,2.0,9.0
1843,5517,1266,15.0,0.0,11.0,0.0,2.0,9.0
141,5290,1305,220.0,0.0,33.0,3.0,0.0,23.0
1994,4128,878,517.0,12.0,54.0,16.0,6.0,120.0
1691,8534,1486,615.0,28.0,259.0,12.0,48.0,30.0
1463,9592,86,11.0,2.0,9.0,3.0,0.0,8.0
1028,8957,101,480.0,86.0,249.0,75.0,86.0,144.0
1443,9308,322,398.0,61.0,265.0,138.0,61.0,53.0
1387,544,981,398.0,61.0,265.0,138.0,61.0,53.0
894,5989,578,752.0,122.0,476.0,39.0,153.0,34.0
114,635,1663,464.0,5.0,64.0,7.0,0.0,70.0
429,6673,495,28.0,6.0,27.0,12.0,17.0,39.0
865,1710,797,154.0,20.0,66.0,0.0,12.0,27.0
1905,523,2135,23.0,0.0,26.0,7.0,15.0,3.0
824,8977,965,1.0,3.0,4.0,2.0,3.0,11.0
1142,9736,686,53.0,5.0,19.0,2.0,13.0,4.0
2024,1544,1666,741.0,68.0,689.0,224.0,68.0,103.0
1139,6575,1661,230.0,48.0,214.0,13.0,32.0,75.0
913,6147,1687,5.0,2.0,8.0,2.0,2.0,9.0
1510,6354,1349,5.0,2.0,16.0,3.0,2.0,19.0
778,4769,906,456.0,4.0,24.0,0.0,0.0,9.0
1418,7540,1923,143.0,15.0,60.0,24.0,23.0,5.0
1151,5247,724,31.0,0.0,6.0,2.0,1.0,5.0
1147,5987,1147,2.0,2.0,11.0,10.0,6.0,12.0
622,9960,1296,0.0,0.0,1.0,8.0,3.0,2.0
2230,10972,595,625.0,35.0,169.0,58.0,17.0,35.0
884,1399,16,407.0,114.0,445.0,181.0,165.0,203.0
765,2698,2115,254.0,7.0,108.0,20.0,0.0,26.0
1751,6340,600,3.0,3.0,7.0,0.0,2.0,11.0
1756,4107,282,269.0,15.0,69.0,15.0,19.0,38.0
1282,10906,1439,269.0,15.0,69.0,15.0,19.0,38.0
38,2557,1791,7.0,1.0,6.0,3.0,1.0,11.0
810,8786,1382,301.0,7.0,74.0,10.0,0.0,58.0
672,7187,415,375.0,42.0,48.0,94.0,66.0,96.0
774,6119,1280,10.0,0.0,3.0,0.0,0.0,4.0
1254,2980,2166,12.0,0.0,13.0,4.0,2.0,4.0
588,3850,2177,3.0,3.0,3.0,15.0,4.0,15.0
503,1077,2138,258.0,105.0,239.0,237.0,172.0,9.0
1143,9733,258,1.0,4.0,10.0,29.0,0.0,36.0
2177,8462,1680,1.0,4.0,10.0,29.0,0.0,36.0
793,4764,1694,45.0,12.0,52.0,25.0,22.0,13.0
1074,2223,1292,1215.0,33.0,249.0,64.0,116.0,149.0
1051,7788,576,6.0,0.0,3.0,0.0,0.0,1.0
1774,5827,159,36.0,0.0,12.0,2.0,2.0,10.0
564,2958,189,19.0,3.0,10.0,11.0,8.0,6.0
229,4954,1650,106.0,27.0,68.0,52.0,7.0,5.0
1326,3139,972,871.0,111.0,704.0,145.0,55.0,166.0
1825,9952,766,368.0,32.0,639.0,13.0,43.0,10.0
2022,8180,2120,233.0,2.0,53.0,3.0,5.0,14.0
405,3276,811,11.0,12.0,35.0,3.0,5.0,12.0
926,4994,1143,1193.0,33.0,281.0,129.0,66.0,33.0
1731,3598,2001,441.0,35.0,83.0,7.0,29.0,11.0
1269,945,924,87.0,3.0,25.0,3.0,2.0,13.0
947,5048,402,20.0,6.0,43.0,19.0,5.0,38.0
1283,6214,940,14.0,10.0,29.0,4.0,7.0,15.0
393,6230,2068,110.0,5.0,59.0,7.0,1.0,7.0
1041,2968,598,437.0,8.0,206.0,160.0,49.0,42.0
1508,8800,1080,437.0,8.0,206.0,160.0,49.0,42.0
1197,1907,222,965.0,69.0,279.0,54.0,41.0,69.0
1098,10478,1512,483.0,0.0,108.0,0.0,6.0,36.0
1048,4188,1180,204.0,5.0,39.0,17.0,0.0,89.0
37,8720,1152,32.0,2.0,1607.0,12.0,4.0,22.0
1103,2225,1837,510.0,120.0,550.0,156.0,40.0,241.0
115,4790,611,574.0,8.0,216.0,21.0,16.0,33.0
1050,1131,1169,85.0,0.0,3.0,0.0,0.0,7.0
1096,202,1200,332.0,194.0,377.0,149.0,125.0,57.0
1932,9589,2102,332.0,194.0,377.0,149.0,125.0,57.0
88,3900,1205,642.0,14.0,49.0,0.0,7.0,57.0
126,9958,2103,642.0,14.0,49.0,0.0,7.0,57.0
1193,8955,1660,35.0,0.0,4.0,0.0,0.0,10.0
869,10033,182,2.0,3.0,10.0,11.0,2.0,10.0
313,5751,472,2.0,3.0,10.0,11.0,2.0,10.0
1659,3308,1682,30.0,9.0,12.0,2.0,11.0,30.0
770,7297,1996,5.0,3.0,10.0,12.0,7.0,20.0
1344,8008,1141,46.0,0.0,30.0,12.0,1.0,30.0
2227,1232,1605,587.0,54.0,348.0,71.0,54.0,130.0
430,2345,314,587.0,54.0,348.0,71.0,54.0,130.0
872,1628,1445,354.0,21.0,311.0,167.0,75.0,32.0
815,5081,658,9.0,0.0,16.0,6.0,6.0,10.0
560,839,413,97.0,4.0,44.0,6.0,1.0,18.0
928,3706,2055,19.0,8.0,29.0,0.0,12.0,26.0
1710,5154,2206,26.0,3.0,13.0,2.0,10.0,0.0
1593,8584,1728,376.0,53.0,462.0,168.0,53.0,53.0
28,6583,1757,390.0,22.0,323.0,104.0,35.0,107.0
1776,3433,2058,390.0,22.0,323.0,104.0,35.0,107.0
651,10486,1427,476.0,75.0,162.0,29.0,151.0,97.0
939,8687,2162,121.0,62.0,90.0,68.0,20.0,125.0
1469,7842,1314,18.0,7.0,34.0,10.0,2.0,3.0
1234,3749,643,627.0,91.0,597.0,159.0,91.0,15.0
2174,1331,226,12.0,6.0,20.0,30.0,1.0,3.0
902,5995,1252,165.0,3.0,147.0,4.0,24.0,41.0
1529,8985,2,806.0,80.0,161.0,120.0,11.0,33.0
873,2798,155,763.0,29.0,138.0,76.0,176.0,58.0
1053,7108,898,205.0,20.0,47.0,23.0,2.0,56.0
1655,2781,1691,1003.0,34.0,536.0,134.0,51.0,34.0
1276,3623,1890,4.0,0.0,16.0,17.0,4.0,4.0
1852,194,308,23.0,0.0,11.0,3.0,2.0,2.0
90,10833,373,790.0,19.0,133.0,12.0,0.0,19.0
1162,2315,1414,10.0,0.0,11.0,17.0,29.0,29.0
1428,6336,564,13.0,2.0,14.0,8.0,7.0,4.0
30,10738,85,40.0,0.0,19.0,2.0,1.0,3.0
1868,8286,535,98.0,1.0,17.0,0.0,1.0,5.0
439,2166,376,12.0,1.0,3.0,0.0,0.0,7.0
458,10691,1298,11.0,0.0,10.0,0.0,2.0,20.0
908,9739,1317,62.0,0.0,22.0,3.0,1.0,26.0
2023,1829,1638,1148.0,0.0,60.0,0.0,0.0,24.0
1811,6260,569,984.0,51.0,432.0,180.0,120.0,190.0
909,10448,474,172.0,41.0,86.0,45.0,6.0,27.0
1684,1343,778,368.0,24.0,68.0,38.0,0.0,88.0
221,4749,1729,368.0,24.0,68.0,38.0,0.0,88.0
74,531,2035,941.0,14.0,397.0,76.0,58.0,176.0
2081,6905,545,241.0,45.0,604.0,34.0,26.0,54.0
1160,1045,1447,112.0,10.0,107.0,30.0,0.0,20.0
628,4012,1373,799.0,12.0,375.0,16.0,12.0,12.0
967,5529,1822,406.0,0.0,30.0,0.0,0.0,8.0
1851,4001,549,406.0,0.0,30.0,0.0,0.0,8.0
1977,10420,659,95.0,14.0,64.0,2.0,9.0,38.0
2007,7723,675,709.0,93.0,374.0,104.0,80.0,80.0
1477,2963,430,709.0,93.0,374.0,104.0,80.0,80.0
769,10634,220,90.0,67.0,165.0,30.0,43.0,11.0
1175,5180,2074,128.0,0.0,16.0,0.0,1.0,4.0
365,6866,1496,8.0,0.0,14.0,2.0,3.0,7.0
2142,1328,131,261.0,42.0,144.0,55.0,48.0,133.0
1822,1139,834,1050.0,14.0,322.0,0.0,14.0,112.0
20,4961,1007,29.0,0.0,25.0,2.0,2.0,3.0
200,5177,1025,298.0,7.0,68.0,4.0,0.0,19.0
1094,2075,943,377.0,10.0,540.0,80.0,30.0,10.0
417,3428,1326,919.0,0.0,505.0,99.0,30.0,45.0
1662,4500,1809,919.0,0.0,505.0,99.0,30.0,45.0
280,7369,2076,25.0,6.0,25.0,6.0,0.0,0.0
680,4381,255,163.0,2.0,40.0,8.0,11.0,11.0
378,9964,1401,162.0,50.0,100.0,55.0,30.0,27.0
471,1630,289,162.0,50.0,100.0,55.0,30.0,27.0
2147,5012,384,5.0,4.0,13.0,8.0,0.0,4.0
725,6918,1640,5.0,4.0,13.0,8.0,0.0,4.0
381,7822,463,198.0,18.0,252.0,32.0,108.0,54.0
1052,10156,493,215.0,63.0,507.0,231.0,31.0,190.0
1370,3033,512,112.0,17.0,44.0,34.0,22.0,89.0
2073,4119,1045,112.0,17.0,44.0,34.0,22.0,89.0
677,11110,152,2.0,1.0,1.0,0.0,0.0,1.0
1249,332,1983,198.0,2.0,43.0,0.0,12.0,20.0
552,737,1136,1493.0,86.0,454.0,112.0,43.0,43.0
1628,10319,1436,1090.0,12.0,96.0,16.0,12.0,60.0
1680,2683,2187,295.0,106.0,271.0,75.0,98.0,65.0
1069,3445,568,216.0,162.0,224.0,101.0,92.0,162.0
472,10913,1285,3.0,2.0,12.0,0.0,1.0,9.0
1771,4427,770,536.0,27.0,590.0,38.0,107.0,67.0
2021,8717,625,1149.0,71.0,449.0,69.0,71.0,26.0
